city,iataCode, Airport name, Location, Country,isInternational
IRE Irecê Airport,IRE,Irecê Airport,"Irecê, Bahia",Brazil,
JSM José de San Martín Airport,JSM,José de San Martín Airport,"José de San Martín, Chubut",Argentina,
KKU Ekuk Airport,KKU,Ekuk Airport,"Ekuk, Alaska",United States,
KXR Karoola Airport,KXR,Karoola Airport,Karoola,Papua New Guinea,
LMG Lamassa Airport,LMG,Lamassa Airport,Lamassa,Papua New Guinea,
MAW Malden Regional Airport,MAW,Malden Regional Airport,"Malden, Missouri",United States,
MLO Milos Island NATIONAL Airport,MLO,Milos Island NATIONAL Airport,Milos,Greece,
MWT Moolawatana Airport,MWT,Moolawatana Airport,"Moolawatana, South Australia",Australia,
NZJ MCAS El Toro,NZJ,MCAS El Toro,"Santa Ana, California",United States,
PFJ Patreksfjörður Airport,PFJ,Patreksfjörður Airport,Patreksfjörður,Iceland,
QAJ Ajman International Airport,QAJ,Ajman International Airport,Ajman,United Arab Emirates,YES
SAB Juancho E.Yrausquin Airport,SAB,Juancho E.Yrausquin Airport,Saba,Caribbean Netherlands,
SPC La Palma Airport,SPC,La Palma Airport,"La Palma, Canary Islands",Spain,
THX Turukhansk Airport,THX,Turukhansk Airport,Turukhansk,Russia,
UNK Unalakleet Airport,UNK,Unalakleet Airport,"Unalakleet, Alaska",United States,
WPO North Fork Valley Airport,WPO,North Fork Valley Airport,"Paonia, Colorado",United States,
YFC Fredericton International Airport,YFC,Fredericton International Airport,"Fredericton, New Brunswick",Canada,YES
YTQ Tasiujaq Airport,YTQ,Tasiujaq Airport,"Tasiujaq, Quebec",Canada,
XEA Pacific Central Station,XEA,Pacific Central Station,Vancouver,Canada,
AIA Alliance Municipal Airport,AIA,Alliance Municipal Airport,"Alliance, Nebraska",United States,
ATW Outagamie County Regional Airport,ATW,Outagamie County Regional Airport,"Greenville, Wisconsin",United States,
BGI Grantley Adams International Airport,BGI,Grantley Adams International Airport,Bridgetown,Barbados,YES
BRK Bourke Airport,BRK,Bourke Airport,"Bourke, New South Wales",Australia,
CCU Netaji Subhas Chandra Bose International Airport,CCU,Netaji Subhas Chandra Bose International Airport,Dum Dum,India,YES
COI Merritt Island Airport,COI,Merritt Island Airport,"Merritt Island, Florida",United States,
DCK Dahl Creek Airport,DCK,Dahl Creek Airport,"Dahl Creek, Alaska",United States,
EAU Chippewa Valley Regional Airport,EAU,Chippewa Valley Regional Airport,"Eau Claire, Wisconsin",United States,
FAY Fayetteville Regional Airport (Grannis Field),FAY,Fayetteville Regional Airport (Grannis Field),"Fayetteville, North Carolina",United States,
GDM Gardner Municipal Airport,GDM,Gardner Municipal Airport,"Gardner, Massachusetts",United States,
GWE Thornhill Air Base,GWE,Thornhill Air Base,Gweru,Zimbabwe,
HSG Saga Airport,HSG,Saga Airport,"Saga, Ky?sh?",Japan,
IRG Lockhart River Airport,IRG,Lockhart River Airport,"Lockhart River, Queensland",Australia,
JSN Sherman Oaks Community Hospital Heliport,JSN,Sherman Oaks Community Hospital Heliport,"Sherman Oaks, California",United States,
KKW Kikwit Airport,KKW,Kikwit Airport,Kikwit,Democratic Republic of the Congo,
KYA Konya Airport,KYA,Konya Airport,Konya,Turkey,
LMH Limón Airport,LMH,Limón Airport,"Limón, Colón",Honduras,
MAX Ouro Sogui Airport,MAX,Ouro Sogui Airport,Matam,Senegal,
MLP Malabang Airport,MLP,Malabang Airport,"Malabang, Lanao del Sur",Philippines,
MWU Mussau Airport,MWU,Mussau Airport,Mussau,Papua New Guinea,
NZY NAS North Island (Halsey Field),NZY,NAS North Island (Halsey Field),"San Diego, California",United States,
PFN Panama City - Bay County International Airport,PFN,Panama City - Bay County International Airport,"Panama City, Florida",United States,YES
QAM Amiens-Glisy Airport,QAM,Amiens-Glisy Airport,Amiens,France,
SAC Sacramento Executive Airport,SAC,Sacramento Executive Airport,"Sacramento, California",United States,
SPD Saidpur Airport,SPD,Saidpur Airport,Saidpur,Bangladesh,
THZ Tahoua Airport,THZ,Tahoua Airport,Tahoua,Niger,
UNN Ranong Airport,UNN,Ranong Airport,Ranong,Thailand,
WRB Robins Air Force Base,WRB,Robins Air Force Base,"Warner Robins, Georgia",United States,
YFE Forestville Airport,YFE,Forestville Airport,"Forestville, Quebec",Canada,
YTR CFB Trenton / Trenton Airport,YTR,CFB Trenton / Trenton Airport,"Trenton, Ontario",Canada,
XED Gare de Marne-la-Vallée – Chessy,XED,Gare de Marne-la-Vallée – Chessy,,France,
AIC Airok Airport,AIC,Airok Airport,Airok,Marshall Islands,
ATX Atbasar Airport,ATX,Atbasar Airport,Atbasar,Kazakhstan,
BGJ Borgarfjörður Airport,BGJ,Borgarfjörður Airport,Borgarfjörður,Iceland,
BRL Southeast Iowa Regional Airport,BRL,Southeast Iowa Regional Airport,"Burlington, Iowa",United States,
CCV Craig Cove Airport,CCV,Craig Cove Airport,"Craig Cove, Ambrym Island, Malampa",Vanuatu,
COJ Coonabarabran Airport,COJ,Coonabarabran Airport,"Coonabarabran, New South Wales",Australia,
DCM Castres-Mazamet Airport,DCM,Castres-Mazamet Airport,"Castres, Languedoc",France,
EBA Marina di Campo Airport,EBA,Marina di Campo Airport,Elba,Italy,
FBD Fayzabad Airport (Faizabad Airport),FBD,Fayzabad Airport (Faizabad Airport),"Fayzabad, Badakhshan",Afghanistan,
GDN Gda?sk Lech Wa??sa Airport (Rebiechowo Airport),GDN,Gda?sk Lech Wa??sa Airport (Rebiechowo Airport),Gda?sk,Poland,
GWL Gwalior Airport,GWL,Gwalior Airport,Gwalior,India,
HSH Henderson Executive Airport,HSH,Henderson Executive Airport,Henderson,United States,
IRI Iringa Airport (Nduli Airport),IRI,Iringa Airport (Nduli Airport),Iringa,Tanzania,
JSO Södertälje Heliport,JSO,Södertälje Heliport,Södertälje,Sweden,
KKX Kikaiga Shima Airport,KKX,Kikaiga Shima Airport,"Kikaiga Shima, Kikai-Shima Island",Japan,
KYD Lanyu Airport,KYD,Lanyu Airport,"Orchid Island, Taitung County",Taiwan,
LMI Lumi Airport,LMI,Lumi Airport,Lumi,Papua New Guinea,
MAY Clarence A.Bain Airport,MAY,Clarence A.Bain Airport,Andros,Bahamas,
MLR Millicent Airport,MLR,Millicent Airport,"Millicent, South Australia",Australia,
MWY Miranda Downs Airport,MWY,Miranda Downs Airport,"Miranda Downs, Queensland",Australia,
OAI Bagram Airfield,OAI,Bagram Airfield,Bagram,Afghanistan,
PFO Paphos International Airport,PFO,Paphos International Airport,Paphos,Cyprus,YES
QBC Bella Coola Airport,QBC,Bella Coola Airport,"Bella Coola, British Columbia",Canada,
SAD Safford Regional Airport,SAD,Safford Regional Airport,"Safford, Arizona",United States,
SPF Black Hills Airport (Clyde Ice Field),SPF,Black Hills Airport (Clyde Ice Field),"Spearfish, South Dakota",United States,
TIA Tirana International Airport Nënë Tereza,TIA,Tirana International Airport Nënë Tereza,Tirana,Albania,YES
UNR Öndörkhaan Airport,UNR,Öndörkhaan Airport,"Öndörkhaan, Khentii",Mongolia,
WRE Whangarei Airport,WRE,Whangarei Airport,Whangarei,New Zealand,
YFG Fontanges Airport,YFG,Fontanges Airport,"Fontanges, Quebec",Canada,
YTS Timmins/Victor M. Power Airport,YTS,Timmins/Victor M. Power Airport,"Timmins, Ontario",Canada,
XEF Union Station,XEF,Union Station,"Winnipeg, Manitoba",Canada,
AID Anderson Municipal Airport (Darlington Field),AID,Anderson Municipal Airport (Darlington Field),"Anderson, Indiana",United States,
ATY Watertown Regional Airport,ATY,Watertown Regional Airport,"Watertown, South Dakota",United States,
BGK Big Creek Airport,BGK,Big Creek Airport,Big Creek,Belize,
BRM Jacinto Lara International Airport,BRM,Jacinto Lara International Airport,Barquisimeto,Venezuela,YES
CCW Cowell Airport,CCW,Cowell Airport,"Cowell, South Australia",Australia,
COK Cochin International Airport (Nedumbassery Airport),COK,Cochin International Airport (Nedumbassery Airport),"Nedumbassery, Kerala",India,YES
DCR Decatur Hi-Way Airport,DCR,Decatur Hi-Way Airport,"Decatur, Indiana",United States,
EBB Entebbe International Airport,EBB,Entebbe International Airport,Entebbe,Uganda,YES
FBE Francisco Beltrão Airport,FBE,Francisco Beltrão Airport,"Francisco Beltrao, Paraná",Brazil,
GDO Guasdualito Airport (Vare Maria Airport),GDO,Guasdualito Airport (Vare Maria Airport),Guasdualito,Venezuela,
GWN Gnarowein Airport,GWN,Gnarowein Airport,Gnarowein,Papua New Guinea,
HSI Hastings Municipal Airport,HSI,Hastings Municipal Airport,"Hastings, Nebraska",United States,
IRJ Capitán Vicente Almandos Almonacid Airport,IRJ,Capitán Vicente Almandos Almonacid Airport,La Rioja,Argentina,
JSP Sogwipo Heliport,JSP,Sogwipo Heliport,"Sogwipo (Seogwipo), Cheju (Jeju)",South Korea,
KKY Kilkenny Airport,KKY,Kilkenny Airport,Kilkenny,Ireland,
KYE Rene Mouawad Air Base (Kleyate Airport),KYE,Rene Mouawad Air Base (Kleyate Airport),Kleyate / Tripoli,Lebanon,
LML Lae Airport,LML,Lae Airport,Lae Atoll,Marshall Islands,
MAZ Eugenio Maria de Hostos Airport,MAZ,Eugenio Maria de Hostos Airport,Mayagüez,Puerto Rico,
MLS Miles City Municipal Airport (Frank Wiley Field),MLS,Miles City Municipal Airport (Frank Wiley Field),"Miles City, Montana",United States,
MWZ Mwanza Airport,MWZ,Mwanza Airport,Mwanza,Tanzania,
OAJ Albert J.Ellis Airport,OAJ,Albert J.Ellis Airport,"Jacksonville, North Carolina",United States,
PGA PAGE Municipal Airport,PGA,PAGE Municipal Airport,"PAGE, Arizona",United States,
QBQ Besançon - La Vèze Aerodrome,QBQ,Besançon - La Vèze Aerodrome,Besançon / La Vèze,France,
SAE Saattut Heliport,SAE,Saattut Heliport,Saattut,Greenland,
SPG Albert Whitted Airport,SPG,Albert Whitted Airport,"St. Petersburg, Florida",United States,
TIC Tinak Airport,TIC,Tinak Airport,"Tinak, Arno Atoll",Marshall Islands,
UNU Dodge County Airport,UNU,Dodge County Airport,"Juneau, Wisconsin",United States,
WRG Wrangell Airport,WRG,Wrangell Airport,"Wrangell, Alaska",United States,
YFH Fort Hope Airport,YFH,Fort Hope Airport,"Fort Hope, Ontario",Canada,
YTT Tisdale Airport,YTT,Tisdale Airport,"Tisdale, Saskatchewan",Canada,
XEV Stockholm Central Station,XEV,Stockholm Central Station,,Sweden,
AIE Aiome Airport,AIE,Aiome Airport,Aiome,Papua New Guinea,
ATZ Assiut Airport,ATZ,Assiut Airport,Assiut,Egypt,
BGL Baglung Airport,BGL,Baglung Airport,Baglung,Nepal,
BRN Bern Airport,BRN,Bern Airport,Bern,Switzerland,
CCX Cáceres Airport,CCX,Cáceres Airport,"Cáceres, Minas Gerais",Brazil,
COL Coll Island Airport,COL,Coll Island Airport,"Coll, Scotland",United Kingdom,
DCT Duncan Town Airport,DCT,Duncan Town Airport,"Duncan Town, Ragged Island",Bahamas,
EBD El Obeid Airport,EBD,El Obeid Airport,El Obeid,Sudan,
FBG Simmons Army Airfield,FBG,Simmons Army Airfield,"Fort Bragg, North Carolina",United States,
GDP Guadalupe Airport,GDP,Guadalupe Airport,"Guadalupe, Piauí",Brazil,
GWO Greenwood-Leflore Airport,GWO,Greenwood-Leflore Airport,"Greenwood, Mississippi",United States,
HSK Huesca-Pirineos Airport,HSK,Huesca-Pirineos Airport,Huesca,Spain,
IRK Kirksville Regional Airport,IRK,Kirksville Regional Airport,"Kirksville, Missouri",United States,
JSR Jessore Airport,JSR,Jessore Airport,Jessore,Bangladesh,
KKZ Koh Kong Airport,KKZ,Koh Kong Airport,"Koh Kong, Koh Kong Province",Cambodia,
KYF Yeelirrie Airport,KYF,Yeelirrie Airport,"Yeelirrie, Western Australia",Australia,
LMM Federal del Valle del Fuerte International Airport,LMM,Federal del Valle del Fuerte International Airport,"Los Mochis, Sinaloa",Mexico,YES
MBA Moi International Airport,MBA,Moi International Airport,Mombasa,Kenya,YES
MLT Millinocket Municipal Airport,MLT,Millinocket Municipal Airport,"Millinocket, Maine",United States,
MXA Manila Municipal Airport,MXA,Manila Municipal Airport,"Manila, Arkansas",United States,
OAK Oakland International Airport,OAK,Oakland International Airport,"Oakland, California",United States,YES
PGC  GRANT County Airport,PGC, GRANT County Airport,"Petersburg, West Virginia",United States,
QCY RAF Coningsby,QCY,RAF Coningsby,"Coningsby, England",United Kingdom,
SAF Santa Fe Municipal Airport,SAF,Santa Fe Municipal Airport,"Santa Fe, New Mexico",United States,
SPH Sopu Airport,SPH,Sopu Airport,Sopu,Papua New Guinea,
TIF Ta'if Airport,TIF,Ta'if Airport,Ta'if,Saudi Arabia,
UOL Buol Airport,UOL,Buol Airport,Buol,Indonesia,
WRI McGuire Air Force Base,WRI,McGuire Air Force Base,"Wrightstown, New Jersey",United States,
YFL Fort Reliance Water Aerodrome,YFL,Fort Reliance Water Aerodrome,"Fort Reliance, Northwest Territories",Canada,
YTU Tasu Water Aerodrome,YTU,Tasu Water Aerodrome,"Tasu, British Columbia",Canada,
XEW Flemingsberg Railway Station,XEW,Flemingsberg Railway Station,,Sweden,
AIF Assis Airport,AIF,Assis Airport,"Assis, São Paulo",Brazil,
AUA Queen Beatrix International Airport,AUA,Queen Beatrix International Airport,Oranjestad,Aruba,YES
BGM Greater Binghamton Airport (Edwin A. Link Field),BGM,Greater Binghamton Airport (Edwin A. Link Field),"Binghamton, New York",United States,
BRO Brownsville/South Padre Island International Airport,BRO,Brownsville/South Padre Island International Airport,"Brownsville, Texas",United States,YES
CCY Northeast Iowa Regional Airport,CCY,Northeast Iowa Regional Airport,"Charles City, Iowa",United States,
COM Coleman Municipal Airport,COM,Coleman Municipal Airport,"Coleman, Texas",United States,
DCU Pryor Field Regional Airport,DCU,Pryor Field Regional Airport,"Decatur, Alabama",United States,
EBG El Bagre Airport,EBG,El Bagre Airport,El Bagre,Colombia,
FBK Wainwright Army Airfield,FBK,Wainwright Army Airfield,"Fairbanks / Fort Wainwright, Alaska",United States,
GDQ Gondar Airport,GDQ,Gondar Airport,Gondar,Ethiopia,
GWS Glenwood Springs Municipal Airport,GWS,Glenwood Springs Municipal Airport,"Glenwood Springs, Colorado",United States,
HSL Huslia Airport,HSL,Huslia Airport,"Huslia, Alaska",United States,
IRN Iriona Airport,IRN,Iriona Airport,Iriona,Honduras,
JSS Spetses Heliport,JSS,Spetses Heliport,Spetses,Greece,
KLA Kampala Airport,KLA,Kampala Airport,Kampala,Uganda,
KYI Yalata Mission Airport,KYI,Yalata Mission Airport,"Yalata Mission, South Australia",Australia,
LMN Limbang Airport,LMN,Limbang Airport,"Limbang, Sarawak",Malaysia,
MBB Marble Bar Airport,MBB,Marble Bar Airport,"Marble Bar, Western Australia",Australia,
MLU Monroe Regional Airport,MLU,Monroe Regional Airport,"Monroe, Louisiana",United States,
MXB Andi Jemma Airport,MXB,Andi Jemma Airport,Masamba,Indonesia,
OAM Oamaru Airport,OAM,Oamaru Airport,"Oamaru, North Otago",New Zealand,
PGD Punta Gorda Airport (formerly Charlotte County Airport),PGD,Punta Gorda Airport (formerly Charlotte County Airport),"Punta Gorda, Florida",United States,
QDF Conselheiro Lafaiete Airport,QDF,Conselheiro Lafaiete Airport,"""Conselheiro Lafaiete, Minas Gerais",Brazil,
SAG Sagwon Airport,SAG,Sagwon Airport,"Sagwon, Alaska",United States,
SPI Abraham Lincoln Capital Airport,SPI,Abraham Lincoln Capital Airport,"Springfield, Illinois",United States,
TII Tarin Kowt Airport,TII,Tarin Kowt Airport,Tarin Kowt,Afghanistan,
UOS Franklin County Airport,UOS,Franklin County Airport,"Sewanee, Tennessee",United States,
WRL Worland Municipal Airport,WRL,Worland Municipal Airport,"Worland, Wyoming",United States,
YFO Flin Flon Airport,YFO,Flin Flon Airport,"Flin Flon, Manitoba",Canada,
YTX Telegraph Creek Airport,YTX,Telegraph Creek Airport,"Telegraph Creek, British Columbia",Canada,
XFF Gare de Calais-Fréthun,XFF,Gare de Calais-Fréthun,Calais,France,
AIG Yalinga Airport,AIG,Yalinga Airport,Yalinga,Central African Republic,
AUB Itauba Airport,AUB,Itauba Airport,"Itauba, Mato Grosso",Brazil,
BGN Belaya Gora Airport,BGN,Belaya Gora Airport,"Belaya Gora, Sakha Republic",Russia,
BRP Biaru Airport,BRP,Biaru Airport,Biaru,Papua New Guinea,
CCZ Chub Cay International Airport,CCZ,Chub Cay International Airport,"Chub Cay, Berry Islands",Bahamas,YES
CON Concord Municipal Airport,CON,Concord Municipal Airport,"Concord, New Hampshire",United States,
DCY Daocheng Yading Airport,DCY,Daocheng Yading Airport,"Daocheng, Sichuan",China,
EBJ Esbjerg Airport,EBJ,Esbjerg Airport,Esbjerg,Denmark,
FBL Faribault Municipal Airport,FBL,Faribault Municipal Airport,"Faribault, Minnesota",United States,
GDT J.A.G.S. McCartney International Airport (Grand Turk Int'l),GDT,J.A.G.S. McCartney International Airport (Grand Turk Int'l),Grand Turk Island,Turks and Caicos Islands,YES
GWT Sylt Airport (Westerland Airport),GWT,Sylt Airport (Westerland Airport),Westerland,Germany,
HSM Horsham Airport,HSM,Horsham Airport,"Horsham, Victoria",Australia,
IRO Birao Airport,IRO,Birao Airport,Birao,Central African Republic,
JST John Murtha Johnstown-Cambria County Airport,JST,John Murtha Johnstown-Cambria County Airport,"Johnstown, Pennsylvania",United States,
KLB Kalabo Airport,KLB,Kalabo Airport,Kalabo,Zambia,
KYK Karluk Airport,KYK,Karluk Airport,"Karluk, Alaska",United States,
LMO RAF Lossiemouth,LMO,RAF Lossiemouth,"Lossiemouth, Scotland",United Kingdom,
MBC Mbigou Airport,MBC,Mbigou Airport,Mbigou,Gabon,
MLV Merluna Airport,MLV,Merluna Airport,"Merluna, Queensland",Australia,
MXC Monticello Airport,MXC,Monticello Airport,"Monticello, Utah",United States,
OAX Xoxocotlán International Airport,OAX,Xoxocotlán International Airport,Oaxaca,Mexico,YES
PGE Yegepa Airport,PGE,Yegepa Airport,Yegepa,Papua New Guinea,
QFD Boufarik Airport,QFD,Boufarik Airport,Boufarik,Algeria,
SAH El Rahaba Airport (Sanaa International),SAH,El Rahaba Airport (Sanaa International),Sana'a,Yemen,YES
SPJ Sparti Airport,SPJ,Sparti Airport,"Sparti, Laconia",Greece,
TIJ General Abelardo L. Rodríguez International Airport,TIJ,General Abelardo L. Rodríguez International Airport,"Tijuana, Baja California",Mexico,YES
UOX University-Oxford Airport,UOX,University-Oxford Airport,"Oxford, Mississippi",United States,
WRN Windarling Airport,WRN,Windarling Airport,Windarling,Australia,
YFR Fort Resolution Airport,YFR,Fort Resolution Airport,"Fort Resolution, Northwest Territories",Canada,
YTY Yangzhou Taizhou Airport,YTY,Yangzhou Taizhou Airport,"Yangzhou and Taizhou, Jiangsu",China,
XFJ Eskilstuna Central Station,XFJ,Eskilstuna Central Station,Eskilstuna,Sweden,
AIH Aiambak Airport,AIH,Aiambak Airport,Aiambak,Papua New Guinea,
AUC Santiago Pérez Airport,AUC,Santiago Pérez Airport,Arauca,Colombia,
BGO Bergen Flesland Airport,BGO,Bergen Flesland Airport,Bergen,Norway,
BRQ Brno-Turany Airport,BRQ,Brno-Turany Airport,Brno,Czech Republic,
CDA Cooinda Airport,CDA,Cooinda Airport,"Cooinda, Northern Territory",Australia,
COO Cadjehoun Airport,COO,Cadjehoun Airport,Cotonou,Benin,
DDC Dodge City Regional Airport,DDC,Dodge City Regional Airport,"Dodge City, Kansas",United States,
EBL Erbil International Airport,EBL,Erbil International Airport,"Erbil, Kurdistan",Iraq,YES
FBM Lubumbashi International Airport,FBM,Lubumbashi International Airport,Lubumbashi,Democratic Republic of the Congo,YES
GDV Dawson Community Airport,GDV,Dawson Community Airport,"Glendive, Montana",United States,
GWV Glendale Fokker Field,GWV,Glendale Fokker Field,"Glendale, West Virginia",United States,
HSN Zhoushan Putuoshan Airport,HSN,Zhoushan Putuoshan Airport,"Zhoushan, Zhejiang",China,
IRP Matari Airport,IRP,Matari Airport,Isiro,Democratic Republic of the Congo,
JSU Maniitsoq Airport,JSU,Maniitsoq Airport,Maniitsoq,Greenland,
KLC Kaolack Airport,KLC,Kaolack Airport,Kaolack,Senegal,
KYN Milton Keynes Airport,KYN,Milton Keynes Airport,"Milton Keynes, England",United Kingdom,
LMP Lampedusa Airport,LMP,Lampedusa Airport,Lampedusa,Italy,
